,Silence,tau_c,sub_id,ch
0,1,0.47440026185745926,66.0,0.0
1,1,0.44796346142728044,66.0,1.0
2,1,0.40629676417977406,66.0,2.0
3,1,0.3280131296744738,66.0,3.0
4,1,0.31871270486624526,66.0,4.0
5,1,0.582602533154917,66.0,5.0
6,1,0.45192517340903304,66.0,6.0
7,1,0.433586605130689,66.0,7.0
8,1,0.4329722114696044,66.0,8.0
9,1,0.36102816655298786,66.0,9.0
10,1,0.8547259004487241,67.0,0.0
11,1,0.8372313123101923,67.0,1.0
12,1,0.7488914098447672,67.0,2.0
13,1,0.7089353762250746,67.0,3.0
14,1,0.6939511605015175,67.0,4.0
15,1,0.7575982398428456,67.0,5.0
16,1,0.7571512288051389,67.0,6.0
17,1,0.6079922262823797,67.0,7.0
18,1,0.513426082809002,67.0,8.0
19,1,0.7166099932518837,67.0,9.0
20,1,0.3169598366380741,37.0,0.0
21,1,0.35693939416873594,37.0,1.0
22,1,0.3454757998924408,37.0,2.0
23,1,0.33832669236391705,37.0,3.0
24,1,0.3386638268683487,37.0,4.0
25,1,0.3652636249712499,37.0,5.0
26,1,0.3035665058051362,37.0,6.0
27,1,0.3406801124023498,37.0,7.0
28,1,0.3190710622670479,37.0,8.0
29,1,0.7017637598504196,37.0,9.0
30,1,0.328818314331553,9.0,0.0
31,1,0.3071727765407465,9.0,1.0
32,1,0.30260846360917054,9.0,2.0
33,1,0.26959023380805197,9.0,3.0
34,1,0.35530628240395423,9.0,4.0
35,1,0.2848417725960063,9.0,5.0
36,1,0.2397641529085089,9.0,6.0
37,1,0.32294304725181133,9.0,7.0
38,1,0.1930182989743774,9.0,8.0
39,1,0.5040930723796029,41.0,0.0
40,1,0.5767608847443678,41.0,1.0
41,1,0.7440716017200919,41.0,2.0
42,1,0.6468114453667443,41.0,3.0
43,1,0.5853171805385868,41.0,4.0
44,1,0.3342217717920193,41.0,5.0
45,1,0.5003903655773609,41.0,6.0
46,1,0.5086484983132351,41.0,7.0
47,1,0.5531112180232031,41.0,8.0
48,1,0.5320205793445876,41.0,9.0
49,1,0.45211032630499726,11.0,0.0
50,1,0.4047466091898112,11.0,1.0
51,1,0.5006365782785531,11.0,2.0
52,1,0.5720742094311424,11.0,3.0
53,1,0.4135777271641614,11.0,4.0
54,1,0.6040614791759281,11.0,5.0
55,1,0.3198689264923014,11.0,6.0
56,1,0.42221646334212665,11.0,7.0
57,1,0.4090658815683618,11.0,8.0
