,Silence,tau_c,sub_id,ch
0,1,0.5426515431765548,66.0,0.0
1,1,0.5184123059605813,66.0,1.0
2,1,0.42460371529285434,66.0,2.0
3,1,0.3710439131622531,66.0,3.0
4,1,0.37019074136677976,66.0,4.0
5,1,0.47550744901213465,66.0,5.0
6,1,0.5338810234815846,66.0,6.0
7,1,0.4933838077402106,66.0,7.0
8,1,0.4959117218108391,66.0,8.0
9,1,0.3814602888796316,66.0,9.0
10,1,0.9333884924427289,67.0,0.0
11,1,0.948653456371006,67.0,1.0
12,1,0.8210860358872943,67.0,2.0
13,1,0.705347314516127,67.0,3.0
14,1,0.700753827154901,67.0,4.0
15,1,0.8047265235771539,67.0,5.0
16,1,0.8576314328413159,67.0,6.0
17,1,0.6809222913268002,67.0,7.0
18,1,0.5301333565569862,67.0,8.0
19,1,0.7652555160743739,67.0,9.0
20,1,0.32748889846131085,37.0,0.0
21,1,0.3772282488631391,37.0,1.0
22,1,0.3324880492016772,37.0,2.0
23,1,0.3510650484228202,37.0,3.0
24,1,0.3541416499296505,37.0,4.0
25,1,0.4168014867740821,37.0,5.0
26,1,0.32904115436660103,37.0,6.0
27,1,0.3929040435369435,37.0,7.0
28,1,0.37155315646659615,37.0,8.0
29,1,0.7598362052538836,37.0,9.0
30,1,0.39706413793288864,9.0,0.0
31,1,0.3650249126433788,9.0,1.0
32,1,0.3631783527623472,9.0,2.0
33,1,0.36555573976682526,9.0,3.0
34,1,0.4402901415463419,9.0,4.0
35,1,0.332897222476392,9.0,5.0
36,1,0.27745400045425844,9.0,6.0
37,1,0.37576442930486686,9.0,7.0
38,1,0.3653443982267102,9.0,8.0
39,1,0.5477491639302854,41.0,0.0
40,1,0.5926134568949496,41.0,1.0
41,1,0.7886848093764774,41.0,2.0
42,1,0.686916270837456,41.0,3.0
43,1,0.6047988539514885,41.0,4.0
44,1,0.3451532194206866,41.0,5.0
45,1,0.47689351380169026,41.0,6.0
46,1,0.5739006254486424,41.0,7.0
47,1,0.5882721258658022,41.0,8.0
48,1,0.5565039893974318,41.0,9.0
49,1,0.46723390615337335,11.0,0.0
50,1,0.436295533166154,11.0,1.0
51,1,0.5028071641900475,11.0,2.0
52,1,0.6035153861582918,11.0,3.0
53,1,0.46606660554478674,11.0,4.0
54,1,0.6045003691937668,11.0,5.0
55,1,0.41663989761311043,11.0,6.0
56,1,0.5257846231259272,11.0,7.0
57,1,0.4684630352284258,11.0,8.0
58,1,0.4811394981756972,11.0,9.0
59,1,0.39457623681360426,12.0,0.0
60,1,0.5462209910321492,12.0,1.0
61,1,0.33051183367647874,12.0,2.0
62,1,0.8556182979284808,12.0,3.0
63,1,1.1994975175144276,12.0,4.0
64,1,0.5761050771601023,12.0,5.0
65,1,0.7428520366169411,12.0,6.0
66,1,0.7573708048653586,12.0,7.0
67,1,0.562977271445955,12.0,8.0
68,1,0.40376466146079987,12.0,9.0
69,1,0.8645848168837652,47.0,0.0
70,1,0.47314289701935286,47.0,1.0
71,1,0.40812849669997264,47.0,2.0
72,1,0.4981108163297536,47.0,3.0
73,1,0.6875688459252245,47.0,4.0
74,1,0.4777639552689952,47.0,5.0
75,1,0.47922193932976526,47.0,6.0
76,1,0.652765277360005,47.0,7.0
77,1,0.7481228257120912,47.0,8.0
78,1,0.40033502364563045,16.0,0.0
79,1,0.4549712432938702,16.0,1.0
80,1,0.5210830008554266,16.0,2.0
81,1,0.38949869001251625,16.0,3.0
82,1,0.508722389029917,16.0,4.0
83,1,0.4649026692467575,16.0,5.0
84,1,0.5283723692103223,16.0,6.0
85,1,0.3726647382095434,16.0,7.0
86,1,0.47064340835148855,16.0,8.0
87,1,0.45521950697580965,18.0,0.0
88,1,0.36133297548404536,18.0,1.0
89,1,0.3970597473839391,18.0,2.0
90,1,0.41946865244333303,18.0,3.0
91,1,0.6016954931821833,18.0,4.0
92,1,0.48565338728854884,18.0,5.0
93,1,0.43713445379563143,18.0,6.0
94,1,0.6191325767117202,18.0,7.0
95,1,0.584116307331264,22.0,0.0
96,1,0.3703197233086679,22.0,1.0
97,1,0.7128699787769469,22.0,2.0
98,1,0.3120871217239353,22.0,3.0
99,1,0.2542547021904636,22.0,4.0
100,1,0.5163643321325386,22.0,5.0
101,1,0.4011399479883741,22.0,6.0
102,1,0.2900925724941563,22.0,7.0
103,1,0.4637205049507654,56.0,0.0
104,1,0.5696753471333059,56.0,1.0
105,1,0.6450160392878937,56.0,2.0
106,1,0.5762222253947915,56.0,3.0
107,1,0.5571045008382792,56.0,4.0
108,1,0.46509777740502445,56.0,5.0
109,1,0.44388463797207073,56.0,6.0
110,1,0.5474014679853997,56.0,7.0
111,1,0.5089072830097086,56.0,8.0
112,1,0.41083718844403166,56.0,9.0
113,2,0.6057867485014954,66.0,0.0
114,2,0.6134721466591364,66.0,1.0
115,2,0.408641930477272,66.0,2.0
116,2,0.502646009601576,66.0,3.0
117,2,0.5031456276809327,66.0,4.0
118,2,0.658539276934096,66.0,5.0
119,2,0.9557342505811371,66.0,6.0
120,2,0.7152074652417629,66.0,7.0
121,2,0.4235522794929554,66.0,8.0
122,2,0.6933260585835731,66.0,9.0
123,2,0.45582754779188533,67.0,0.0
124,2,0.4277377206047383,67.0,1.0
125,2,0.3565290519398516,67.0,2.0
126,2,0.3940836299343236,67.0,3.0
127,2,0.4246947328720493,67.0,4.0
128,2,0.9132389028194806,67.0,5.0
129,2,0.5589355420180834,67.0,6.0
130,2,0.485769290479431,67.0,7.0
131,2,0.5090122329098161,67.0,8.0
132,2,0.4811950193899624,37.0,0.0
133,2,0.529676854996739,37.0,1.0
134,2,0.6030190620793664,37.0,2.0
135,2,0.41572954556838276,37.0,3.0
136,2,0.41697799043959277,37.0,4.0
137,2,0.5628309173838023,37.0,5.0
138,2,0.5110954854898564,37.0,6.0
139,2,0.5278037073426197,37.0,7.0
140,2,0.5310608527924412,37.0,8.0
141,2,0.44488070891427484,37.0,9.0
142,2,0.34444731163811276,9.0,0.0
143,2,0.41728177760453145,9.0,1.0
144,2,0.4473505688586588,9.0,2.0
145,2,0.41493050411774923,9.0,3.0
146,2,0.5784127171832268,9.0,4.0
147,2,0.4129005686079836,9.0,5.0
148,2,0.4478624437296775,9.0,6.0
149,2,0.4134721972649311,9.0,7.0
150,2,0.41214616167823687,9.0,8.0
151,2,0.4350607380839921,9.0,9.0
152,2,0.4491468822885727,41.0,0.0
153,2,0.7066250653736327,41.0,1.0
154,2,0.44053304926494297,41.0,2.0
155,2,0.4909246516528734,41.0,3.0
156,2,0.4723670262606523,41.0,4.0
157,2,0.5032637208324928,41.0,5.0
158,2,0.5638671121543143,41.0,6.0
159,2,0.5671600451340871,41.0,7.0
160,2,0.5373136701259704,41.0,8.0
161,2,0.6064991445617703,11.0,0.0
162,2,0.3924266988619874,11.0,1.0
163,2,0.45757302693162566,11.0,2.0
164,2,0.49939964725392644,11.0,3.0
165,2,0.580273312492063,11.0,4.0
166,2,0.6715453267995101,11.0,5.0
167,2,0.4292190508334433,11.0,6.0
168,2,0.5045895855908877,11.0,7.0
169,2,0.5142842025752299,11.0,8.0
170,2,0.4627221581118095,11.0,9.0
171,2,0.7352370522991182,12.0,0.0
172,2,0.6814164033552575,12.0,1.0
173,2,0.6813924505861586,12.0,2.0
174,2,0.859323363668971,12.0,3.0
175,2,0.8600703037710605,12.0,4.0
176,2,1.1030614636891363,12.0,5.0
177,2,0.7030121549329313,12.0,6.0
178,2,0.6919445025052284,47.0,0.0
179,2,0.8804637707625931,47.0,1.0
180,2,0.8442831970630632,47.0,2.0
181,2,0.6997007424770159,47.0,3.0
182,2,0.7894459830856224,47.0,4.0
183,2,1.3710666794167945,47.0,5.0
184,2,1.3568334614517552,47.0,6.0
185,2,0.4345964707877579,16.0,0.0
186,2,0.5100189804172838,16.0,1.0
187,2,0.4479904097104343,16.0,2.0
188,2,0.5188041972189842,16.0,3.0
189,2,0.45219562594929513,16.0,4.0
190,2,0.6207898144193357,16.0,5.0
191,2,0.426198934191407,16.0,6.0
192,2,0.4813234523709074,16.0,7.0
193,2,0.45194099968632684,16.0,8.0
194,2,0.5539629440808592,16.0,9.0
195,2,0.5123568970494209,18.0,0.0
196,2,0.5313397694794451,18.0,1.0
197,2,0.5501553508831494,18.0,2.0
198,2,0.6003697683941333,18.0,3.0
199,2,0.5781175206164284,18.0,4.0
200,2,0.5781511960550406,18.0,5.0
201,2,0.5901134681187713,18.0,6.0
202,2,0.8048326492076583,18.0,7.0
203,2,0.6019159397730471,18.0,8.0
204,2,0.3821856776301075,22.0,0.0
205,2,0.444294750176216,22.0,1.0
206,2,0.4139954144041303,22.0,2.0
207,2,0.34630369302059416,22.0,3.0
208,2,0.36626439054882426,22.0,4.0
209,2,0.39804992368336695,22.0,5.0
210,2,0.5318418056405351,22.0,6.0
211,2,0.41546226868893776,22.0,7.0
212,2,0.35633934140398776,56.0,0.0
213,2,0.4267907286702296,56.0,1.0
214,2,0.479215705264832,56.0,2.0
215,2,0.4957291599180367,56.0,3.0
216,2,0.48791144629991,56.0,4.0
217,2,0.44847301129383504,56.0,5.0
218,2,0.47755880030100967,56.0,6.0
219,2,0.5035689865618885,56.0,7.0
220,2,0.5349393174558635,56.0,8.0
