,Silence,tau_c,sub_id,ch
152,2,0.42721798510676495,27.0,6.0
153,2,0.594275185098943,27.0,7.0
154,2,0.7992540084192904,27.0,8.0
155,2,1.351866729881027,62.0,0.0
156,2,0.5218357037410348,62.0,1.0
157,2,0.5859300120722715,62.0,2.0
158,2,0.5367389060256086,62.0,3.0
159,2,0.5975288334585264,62.0,4.0
160,2,0.4261542200368902,62.0,5.0
161,2,0.5556755587669954,62.0,6.0
162,2,0.5465965973898343,62.0,7.0
163,2,0.5500922414622692,62.0,8.0
