,Silence,tau_c,sub_id,ch
0,1,0.6527232548025739,33.0,0.0
1,1,0.6738230376213122,33.0,1.0
2,1,0.6747170940285819,33.0,2.0
3,1,0.5683263038233094,33.0,3.0
4,1,0.8450533896454081,33.0,4.0
5,1,0.7317765017301758,33.0,5.0
6,1,0.6020762342793847,33.0,6.0
7,1,0.3793812775912554,68.0,0.0
8,1,0.3981706914038204,68.0,1.0
9,1,0.4308175130309753,68.0,2.0
10,1,0.4239734900559116,68.0,3.0
11,1,0.38867051097692196,68.0,4.0
12,1,0.3752423388083406,68.0,5.0
13,1,0.3925792652117983,68.0,6.0
14,1,0.39337405565923655,68.0,7.0
15,1,0.5345068526259242,6.0,0.0
16,1,0.3926676235068833,6.0,1.0
17,1,0.41934113765286885,6.0,2.0
18,1,0.4035545847574646,6.0,3.0
19,1,0.3437146155423808,6.0,4.0
20,1,0.368908464153766,6.0,5.0
21,1,0.39151818959482615,6.0,6.0
22,1,0.3889468726884734,6.0,7.0
23,1,0.3294183478258688,6.0,8.0
24,1,0.27212377078422983,6.0,9.0
25,1,0.8999186734361437,71.0,0.0
26,1,0.6499949583522154,71.0,1.0
27,1,0.6203020997710654,71.0,2.0
28,1,0.6115923006314922,71.0,3.0
29,1,0.9008001650641916,71.0,4.0
30,1,0.4911470416876444,71.0,5.0
31,1,0.42086068148008066,40.0,0.0
32,1,0.33648594827116246,40.0,1.0
33,1,0.43853265394882157,40.0,2.0
34,1,0.3220043557552992,40.0,3.0
35,1,0.34537780989758254,40.0,4.0
36,1,0.3309953445858603,40.0,5.0
37,1,0.5878112960967011,45.0,0.0
38,1,0.5666791788414771,45.0,1.0
39,1,0.6124633672359483,45.0,2.0
40,1,0.4643827630924047,45.0,3.0
41,1,0.46436581106227137,45.0,4.0
42,1,0.349351591506555,45.0,5.0
43,1,0.5033222101069862,45.0,6.0
44,1,0.36177933087157715,45.0,7.0
45,1,0.41768587406530366,45.0,8.0
46,1,0.4932381311221683,14.0,0.0
47,1,0.5866212817798155,14.0,1.0
48,1,0.6022531306793933,14.0,2.0
49,1,0.7327232688660131,14.0,3.0
50,1,0.5479475896705195,14.0,4.0
51,1,0.7310349395198589,46.0,0.0
52,1,0.6720622206625437,46.0,1.0
