,Silence,DFAexp,sub_id,ch
0,1,0.8984491381419456,5.0,0.0
1,1,0.8884483886810837,5.0,1.0
2,1,0.9691056229569864,5.0,2.0
3,1,0.9506765984151997,5.0,3.0
4,1,0.8876509131397304,5.0,4.0
5,1,0.7842582739471629,5.0,5.0
6,1,0.8331906369172544,5.0,6.0
7,1,0.6738647065580899,6.0,0.0
8,1,0.6669489241001305,6.0,1.0
9,1,0.7316727131279352,6.0,2.0
10,1,0.7263173437265489,6.0,3.0
11,1,0.6721855422962233,6.0,4.0
12,1,0.6859008092426231,6.0,5.0
13,1,0.6657011659062738,6.0,6.0
14,1,0.6976220794772091,6.0,7.0
15,1,0.6631765728190057,6.0,8.0
16,1,0.6788531132426836,6.0,9.0
17,1,0.6342200321704197,9.0,0.0
18,1,0.7161812361215717,9.0,1.0
19,1,0.6810899346862402,9.0,2.0
20,1,0.6005926237484529,9.0,3.0
21,1,0.715060324588022,9.0,4.0
22,1,0.691387675829005,9.0,5.0
23,1,0.7234326879171346,9.0,6.0
24,1,0.7046411841928867,9.0,7.0
25,1,0.5076427631959662,9.0,8.0
26,1,0.6917730976172792,11.0,0.0
27,1,0.6607446612435912,11.0,1.0
28,1,0.6574235913406725,11.0,2.0
29,1,0.7173152685643263,11.0,3.0
30,1,0.6992811906248537,11.0,4.0
31,1,0.701248865730632,11.0,5.0
32,1,0.7153767056769789,11.0,6.0
33,1,0.6557835204017003,11.0,7.0
34,1,0.727568185207518,11.0,8.0
35,1,0.6057980252485297,11.0,9.0
36,1,0.7693334508371882,12.0,0.0
37,1,0.7650253404058497,12.0,1.0
38,1,0.8015365270184797,12.0,2.0
39,1,0.7888725173836939,12.0,3.0
40,1,0.8127999633614926,12.0,4.0
41,1,0.8156539367018563,12.0,5.0
42,1,0.733939670187144,12.0,6.0
43,1,0.7506128681779002,12.0,7.0
44,1,0.7715183170912074,12.0,8.0
45,1,0.574656256223007,12.0,9.0
46,1,0.7297285086940639,16.0,0.0
47,1,0.7539949963791102,16.0,1.0
48,1,0.771993914349721,16.0,2.0
49,1,0.7228564481066753,16.0,3.0
50,1,0.7110632973079118,16.0,4.0
51,1,0.7401806766574657,16.0,5.0
52,1,0.7491846363216192,16.0,6.0
53,1,0.715091315041101,16.0,7.0
54,1,0.6910761588986238,16.0,8.0
55,1,0.7701387892514224,17.0,0.0
56,1,0.7671087515653912,17.0,1.0
